Xn,Yn,Isyn1,WWx,Ax,Dx,RMtrx,Prelx,Inhx,time
0.1375087276261569,0.04370818824925164,5.805766602099205e-06,6.804110897445036e-05,0.004403810023158259,6.637223037985298e-08,0.2661710023408156,0.018781071649738967,0.00040423989181586793,14175000
0.13657072223238775,0.04327110636675911,5.7851238808759575e-06,6.804110898055727e-05,0.004359771922926676,6.305361886094702e-08,0.2661965748349635,0.019083826188262765,0.0004015228810735394,14185000
0.13563772607373137,0.04283839530309151,5.7644336019979e-06,6.804110898639407e-05,0.004316174203697409,5.990093791798637e-08,0.266222083397876,0.019389213756840884,0.0003988199126207456,14195000
0.13470973276602494,0.04241001135006059,5.743697579245032e-06,6.804110899197207e-05,0.0042730124616604335,5.690589102217377e-08,0.26624752818938124,0.019697257540736035,0.0003961309757401232,14205000
0.13378673555186527,0.04198591123655998,5.722917606893938e-06,6.804110899730215e-05,0.004230282337043829,5.4060596471151794e-08,0.2662729093689077,0.020007980958192895,0.00039345605854404606,14215000
0.1328687273087122,0.04156605212419437,5.7020954598063344e-06,6.804110900239472e-05,0.00418797951367339,5.135756664768093e-08,0.26629822709548534,0.02032140766447965,0.0003907951479988574,14225000
0.13195570055686695,0.04115039160295242,5.681232893518967e-06,6.804110900725984e-05,0.004146099718536656,4.8789688315383594e-08,0.26632348152774654,0.020637561555649775,0.0003881482299487374,14235000
0.13104764746732778,0.04073888768692288,5.660331644334852e-06,6.804110901190716e-05,0.0041046387213512885,4.6350203899701135e-08,0.26634867282392705,0.0209564667720884,0.0003855152891392112,14245000
0.13014455986952367,0.04033149881005364,5.639393429415802e-06,6.804110901634597e-05,0.004063592334137774,4.4032693704802794e-08,0.26637380114186715,0.021278147701897954,0.00038289630924030196,14255000
0.12924642925892893,0.039928183821953095,5.6184199468761976e-06,6.804110902058517e-05,0.004022956410796396,4.183105901964938e-08,0.26639886663901235,0.021602628984163763,0.0003802912728693333,14265000
0.12835324680455912,0.03952890198373356,5.597412875877933e-06,6.804110902463334e-05,0.003982726846688432,3.973950606875363e-08,0.2664238694724147,0.02192993551213207,0.00037770016161338697,14275000
0.1274650033563508,0.03913361296389621,5.576373876726533e-06,6.804110902849871e-05,0.003942899578221547,3.775253076540267e-08,0.26644880979873353,0.02226009243632987,0.00037512295605141846,14285000
0.1265816894524262,0.03874227683425724,5.55530459096836e-06,6.804110903218917e-05,0.003903470582439331,3.5864904227219255e-08,0.26647368777423663,0.022593125167644224,0.0003725596357760369,14295000
0.1257032953262444,0.038354854065914656,5.534206641488888e-06,6.804110903571228e-05,0.003864435876614937,3.407165901594501e-08,0.266498503554801,0.022929059380380812,0.00037001017941495266,14305000
0.12482981091364109,0.0379713055252555,5.5130816326119865e-06,6.804110903907537e-05,0.0038257915178487875,3.236807606523448e-08,0.26652325729591386,0.02326792101531272,0.00036747456465209755,14315000
0.12396122585975719,0.037591592470002946,5.491931150200198e-06,6.804110904228537e-05,0.003787533602670299,3.074967226205948e-08,0.266547949152674,0.023609736282732774,0.00036495276824842157,14325000
0.12309752952585962,0.0372156765453029,5.470756761755952e-06,6.8041109045349e-05,0.0037496582666435956,2.9212188649043235e-08,0.2665725792797923,0.0239545316655152,0.00036244476606237127,14335000
0.12223871099605402,0.03684351977984987,5.449560016523645e-06,6.804110904827266e-05,0.003712161683977159,2.77515792166778e-08,0.2665971478315927,0.024302333922195274,0.0003599505330700529,14345000
